question,label
How to protect groundnut from bollworm?,CROP_DISEASE
sunflower ला blast झाला तर काय करावे?,CROP_DISEASE
grapes साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
Which fertilizer is best for potato?,FERTILIZER_SUGGESTION
Is drip irrigation good for rice?,IRRIGATION_GUIDE
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
When should I irrigate soybean?,IRRIGATION_GUIDE
groundnut ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Which hybrid seeds are good for grapes?,SEED_GUIDE
sugarcane ला aphids झाला तर काय करावे?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Is drip irrigation good for millet?,IRRIGATION_GUIDE
How to store wheat?,STORAGE_GUIDE
Best nutrients for maize,FERTILIZER_SUGGESTION
High yield variety of grapes,SEED_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
onion disease whitefly treatment?,CROP_DISEASE
When should I irrigate grapes?,IRRIGATION_GUIDE
millet ke liye beej kaunsa le?,SEED_GUIDE
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
sugarcane me paani kab dena chahiye?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
How to avoid insects while storing maize?,STORAGE_GUIDE
onion साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
potato कसा साठवावा?,STORAGE_GUIDE
How to reduce soil acidity?,SOIL_HEALTH
Best seed variety for banana?,SEED_GUIDE
What is today's weather?,WEATHER_QUERY
Best seed variety for millet?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
tomato साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Symptoms of root rot in potato,CROP_DISEASE
Best nutrients for potato,FERTILIZER_SUGGESTION
soybean disease root rot treatment?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
sugarcane ko kaise store kare?,STORAGE_GUIDE
Will it rain today in Nashik?,WEATHER_QUERY
wheat साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
High yield variety of groundnut,SEED_GUIDE
groundnut ke liye beej kaunsa le?,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
How to protect sunflower from whitefly?,CROP_DISEASE
Best seed variety for potato?,SEED_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
sunflower साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
How to store cotton?,STORAGE_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
Is drip irrigation good for sunflower?,IRRIGATION_GUIDE
onion कसा साठवावा?,STORAGE_GUIDE
maize disease stem borer treatment?,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
How much NPK for banana?,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
When should I irrigate rice?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
potato me paani kab dena chahiye?,IRRIGATION_GUIDE
Symptoms of blast in pulses,CROP_DISEASE
How often to water potato?,IRRIGATION_GUIDE
Symptoms of bollworm in millet,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
Storage method for wheat,STORAGE_GUIDE
Which hybrid seeds are good for cotton?,SEED_GUIDE
How much NPK for wheat?,FERTILIZER_SUGGESTION
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Which fertilizer is best for cotton?,FERTILIZER_SUGGESTION
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Storage method for rice,STORAGE_GUIDE
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
groundnut ला whitefly झाला तर काय करावे?,CROP_DISEASE
Symptoms of blight in tomato,CROP_DISEASE
Kal barsaat hogi kya?,WEATHER_QUERY
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How often to water potato?,IRRIGATION_GUIDE
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
sunflower disease blight treatment?,CROP_DISEASE
Is drip irrigation good for rice?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
Storage method for groundnut,STORAGE_GUIDE
sugarcane ko kaise store kare?,STORAGE_GUIDE
Storage method for maize,STORAGE_GUIDE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
Mitti ki upj kaise badhaye?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to protect maize from whitefly?,CROP_DISEASE
pulses me stem borer ka ilaj kya hai?,CROP_DISEASE
How much NPK for sugarcane?,FERTILIZER_SUGGESTION
cotton साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Storage method for tomato,STORAGE_GUIDE
Best nutrients for potato,FERTILIZER_SUGGESTION
wheat ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
rice ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
potato ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Will it rain today in Delhi?,WEATHER_QUERY
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
Which hybrid seeds are good for banana?,SEED_GUIDE
Storage method for sugarcane,STORAGE_GUIDE
How to store wheat?,STORAGE_GUIDE
Will it rain today in Delhi?,WEATHER_QUERY
Is drip irrigation good for rice?,IRRIGATION_GUIDE
maize ko kaise store kare?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
Kal barsaat hogi kya?,WEATHER_QUERY
How to protect millet from whitefly?,CROP_DISEASE
Best nutrients for rice,FERTILIZER_SUGGESTION
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
आज पाऊस येईल का?,WEATHER_QUERY
How to improve soil health?,SOIL_HEALTH
pulses साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
potato कसा साठवावा?,STORAGE_GUIDE
When should I irrigate maize?,IRRIGATION_GUIDE
Which hybrid seeds are good for potato?,SEED_GUIDE
When should I irrigate onion?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
When should I irrigate banana?,IRRIGATION_GUIDE
Best compost for healthy soil,SOIL_HEALTH
banana ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
High yield variety of soybean,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
grapes ला whitefly झाला तर काय करावे?,CROP_DISEASE
sugarcane साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
onion ko kaise store kare?,STORAGE_GUIDE
cotton ke liye beej kaunsa le?,SEED_GUIDE
How often to water banana?,IRRIGATION_GUIDE
Storage method for potato,STORAGE_GUIDE
tomato disease whitefly treatment?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
grapes ke liye beej kaunsa le?,SEED_GUIDE
Which hybrid seeds are good for grapes?,SEED_GUIDE
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
banana ko kaise store kare?,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
potato ko kaise store kare?,STORAGE_GUIDE
Will it rain today in Bhopal?,WEATHER_QUERY
onion ke liye beej kaunsa le?,SEED_GUIDE
Best seed variety for sugarcane?,SEED_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
How to avoid insects while storing grapes?,STORAGE_GUIDE
Symptoms of whitefly in wheat,CROP_DISEASE
sugarcane ko kaise store kare?,STORAGE_GUIDE
grapes ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How often to water banana?,IRRIGATION_GUIDE
wheat ko kaise store kare?,STORAGE_GUIDE
wheat me paani kab dena chahiye?,IRRIGATION_GUIDE
What is today's weather?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
maize साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Will it rain today in Nashik?,WEATHER_QUERY
grapes disease rust treatment?,CROP_DISEASE
When should I irrigate groundnut?,IRRIGATION_GUIDE
Is drip irrigation good for grapes?,IRRIGATION_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Mitti ki upj kaise badhaye?,SOIL_HEALTH
Best nutrients for millet,FERTILIZER_SUGGESTION
Which hybrid seeds are good for potato?,SEED_GUIDE
Best nutrients for cotton,FERTILIZER_SUGGESTION
How much NPK for banana?,FERTILIZER_SUGGESTION
How to reduce soil acidity?,SOIL_HEALTH
Will it rain today in Mumbai?,WEATHER_QUERY
Will it rain today in Nashik?,WEATHER_QUERY
millet ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to avoid insects while storing onion?,STORAGE_GUIDE
How to protect sugarcane from root rot?,CROP_DISEASE
High yield variety of potato,SEED_GUIDE
When should I irrigate wheat?,IRRIGATION_GUIDE
Storage method for rice,STORAGE_GUIDE
How to store rice?,STORAGE_GUIDE
High yield variety of maize,SEED_GUIDE
Best compost for healthy soil,SOIL_HEALTH
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
How to protect pulses from blast?,CROP_DISEASE
Which fertilizer is best for maize?,FERTILIZER_SUGGESTION
Best nutrients for onion,FERTILIZER_SUGGESTION
Humidity level today?,WEATHER_QUERY
Which hybrid seeds are good for sunflower?,SEED_GUIDE
Is drip irrigation good for onion?,IRRIGATION_GUIDE
How often to water soybean?,IRRIGATION_GUIDE
Which hybrid seeds are good for tomato?,SEED_GUIDE
Is drip irrigation good for rice?,IRRIGATION_GUIDE
sugarcane ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
wheat ला root rot झाला तर काय करावे?,CROP_DISEASE
banana ke liye beej kaunsa le?,SEED_GUIDE
Best nutrients for tomato,FERTILIZER_SUGGESTION
Symptoms of fungal infection in onion,CROP_DISEASE
Which fertilizer is best for soybean?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
soybean me paani kab dena chahiye?,IRRIGATION_GUIDE
maize ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to store millet?,STORAGE_GUIDE
How much NPK for potato?,FERTILIZER_SUGGESTION
How much NPK for rice?,FERTILIZER_SUGGESTION
Best nutrients for cotton,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
Kal barsaat hogi kya?,WEATHER_QUERY
Is drip irrigation good for banana?,IRRIGATION_GUIDE
Is drip irrigation good for cotton?,IRRIGATION_GUIDE
How to protect rice from bollworm?,CROP_DISEASE
Storage method for sugarcane,STORAGE_GUIDE
Symptoms of aphids in sugarcane,CROP_DISEASE
Humidity level today?,WEATHER_QUERY
Which fertilizer is best for millet?,FERTILIZER_SUGGESTION
soybean कसा साठवावा?,STORAGE_GUIDE
How much NPK for banana?,FERTILIZER_SUGGESTION
How often to water banana?,IRRIGATION_GUIDE
High yield variety of wheat,SEED_GUIDE
groundnut कसा साठवावा?,STORAGE_GUIDE
How to avoid insects while storing soybean?,STORAGE_GUIDE
wheat साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
grapes ला fungal infection झाला तर काय करावे?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
banana ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Storage method for banana,STORAGE_GUIDE
Mitti ki upj kaise badhaye?,SOIL_HEALTH
groundnut ko kaise store kare?,STORAGE_GUIDE
Best seed variety for groundnut?,SEED_GUIDE
onion ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
sugarcane me paani kab dena chahiye?,IRRIGATION_GUIDE
Which hybrid seeds are good for sugarcane?,SEED_GUIDE
grapes me paani kab dena chahiye?,IRRIGATION_GUIDE
When should I irrigate soybean?,IRRIGATION_GUIDE
Which hybrid seeds are good for tomato?,SEED_GUIDE
grapes ko kaise store kare?,STORAGE_GUIDE
wheat ko kaise store kare?,STORAGE_GUIDE
Symptoms of aphids in sunflower,CROP_DISEASE
How to store tomato?,STORAGE_GUIDE
millet ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
wheat ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
When should I irrigate soybean?,IRRIGATION_GUIDE
How to avoid insects while storing maize?,STORAGE_GUIDE
How to avoid insects while storing sunflower?,STORAGE_GUIDE
groundnut साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
millet ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
How to avoid insects while storing wheat?,STORAGE_GUIDE
tomato disease whitefly treatment?,CROP_DISEASE
cotton me blight ka ilaj kya hai?,CROP_DISEASE
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
onion ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
How to store maize?,STORAGE_GUIDE
rice साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
Best compost for healthy soil,SOIL_HEALTH
How to protect potato from rust?,CROP_DISEASE
High yield variety of tomato,SEED_GUIDE
Storage method for groundnut,STORAGE_GUIDE
rice ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
wheat कसा साठवावा?,STORAGE_GUIDE
How to improve soil health?,SOIL_HEALTH
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
Humidity level today?,WEATHER_QUERY
What is today's weather?,WEATHER_QUERY
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Humidity level today?,WEATHER_QUERY
cotton कसा साठवावा?,STORAGE_GUIDE
Best compost for healthy soil,SOIL_HEALTH
grapes साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
Is drip irrigation good for soybean?,IRRIGATION_GUIDE
How to store rice?,STORAGE_GUIDE
What is today's weather?,WEATHER_QUERY
cotton me blast ka ilaj kya hai?,CROP_DISEASE
When should I irrigate potato?,IRRIGATION_GUIDE
How to improve soil health?,SOIL_HEALTH
How to avoid insects while storing cotton?,STORAGE_GUIDE
How often to water tomato?,IRRIGATION_GUIDE
How to avoid insects while storing grapes?,STORAGE_GUIDE
groundnut ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
rice साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
When should I irrigate sunflower?,IRRIGATION_GUIDE
millet साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
आज पाऊस येईल का?,WEATHER_QUERY
How much NPK for maize?,FERTILIZER_SUGGESTION
High yield variety of onion,SEED_GUIDE
Will it rain today in Lucknow?,WEATHER_QUERY
banana ke liye beej kaunsa le?,SEED_GUIDE
pulses ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
When should I irrigate rice?,IRRIGATION_GUIDE
Kal barsaat hogi kya?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
sugarcane कसा साठवावा?,STORAGE_GUIDE
Storage method for millet,STORAGE_GUIDE
Best seed variety for potato?,SEED_GUIDE
Storage method for rice,STORAGE_GUIDE
Is drip irrigation good for soybean?,IRRIGATION_GUIDE
Will it rain today in Hyderabad?,WEATHER_QUERY
grapes ko kaise store kare?,STORAGE_GUIDE
cotton me fungal infection ka ilaj kya hai?,CROP_DISEASE
sunflower ke liye beej kaunsa le?,SEED_GUIDE
How to protect tomato from stem borer?,CROP_DISEASE
Best nutrients for groundnut,FERTILIZER_SUGGESTION
cotton ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
potato ke liye beej kaunsa le?,SEED_GUIDE
How much NPK for cotton?,FERTILIZER_SUGGESTION
Best compost for healthy soil,SOIL_HEALTH
How to protect maize from blast?,CROP_DISEASE
How much NPK for onion?,FERTILIZER_SUGGESTION
Kal barsaat hogi kya?,WEATHER_QUERY
onion me paani kab dena chahiye?,IRRIGATION_GUIDE
sunflower साठी सर्वोत्तम बियाणे कोणते?,SEED_GUIDE
groundnut साठी कोणते खत वापरावे?,FERTILIZER_SUGGESTION
potato disease blight treatment?,CROP_DISEASE
cotton ला पाणी कधी द्यावे?,IRRIGATION_GUIDE
Best nutrients for banana,FERTILIZER_SUGGESTION
Which fertilizer is best for pulses?,FERTILIZER_SUGGESTION
मातीची सुपीकता कशी वाढवावी?,SOIL_HEALTH
Best compost for healthy soil,SOIL_HEALTH
How to improve soil health?,SOIL_HEALTH
आज पाऊस येईल का?,WEATHER_QUERY
आज पाऊस येईल का?,WEATHER_QUERY
How to reduce soil acidity?,SOIL_HEALTH
Best nutrients for sugarcane,FERTILIZER_SUGGESTION
soybean ke liye beej kaunsa le?,SEED_GUIDE
High yield variety of groundnut,SEED_GUIDE
How to store pulses?,STORAGE_GUIDE
millet ke liye kaunsa fertilizer sahi hai?,FERTILIZER_SUGGESTION
Best nutrients for cotton,FERTILIZER_SUGGESTION
